Age,Gender,Education Level,Job Title,Years of Experienceexperience in months,,Salary
38,Female,Master's Degree,Marketing Manager,10,120,110000
29,Male,Bachelor's Degree,Software Engineer,4,48,65000
46,Male,PhD,Data Scientist,18,216,180000
26,Female,Bachelor's Degree,Junior Software Developer,1,12,35000
39,Female,Master's Degree,Human Resources Manager,11,132,120000
32,Male,Bachelor's Degree,Operations Manager,6,72,75000
28,Female,High School,Junior Sales Associate,1,12,30000
43,Male,PhD,Data Scientist,16,192,160000
27,Male,Bachelor's Degree,Software Developer,3,36,60000
35,Female,Master's Degree,Marketing Coordinator,8,96,85000
30,Male,Bachelor's Degree,Operations Manager,5,60,70000
26,Female,Master's Degree,Human Resources Coordinator,3,36,50000
41,Male,PhD,Data Scientist,13,156,140000
33,Female,Bachelor's Degree,Human Resources Manager,6,72,75000
27,Male,High School,Junior Sales Associate,2,24,35000
38,Female,Master's Degree,Marketing Manager,10,120,110000
29,Male,Bachelor's Degree,Software Engineer,4,48,65000
46,Male,PhD,Data Scientist,18,216,180000
26,Female,Bachelor's Degree,Junior Software Developer,1,12,35000
39,Female,Master's Degree,Human Resources Manager,11,132,120000
32,Male,Bachelor's Degree,Operations Manager,6,72,75000
28,Female,High School,Junior Sales Associate,1,12,30000
43,Male,PhD,Data Scientist,16,192,160000
27,Male,Bachelor's Degree,Software Developer,3,36,60000
24,Male,Bachelor's Degree,Software Engineer,2,24,55000
32,Female,Master's Degree,Marketing Manager,7,84,90000
45,Male,PhD,Data Scientist,16,192,160000
28,Female,Bachelor's Degree,Human Resources Coordinator,4,48,60000
22,Male,High School,Junior Sales Associate,1,12,25000
29,Female,Master's Degree,Software Developer,5,60,70000
36,Male,Bachelor's Degree,Operations Manager,8,96,100000
27,Female,Bachelor's Degree,Marketing Coordinator,3,36,45000
42,Male,PhD,Data Scientist,14,168,140000
34,Female,Bachelor's Degree,Human Resources Manager,6,72,75000
25,Male,High School,Junior Sales Associate,2,24,30000
39,Female,Master's Degree,Marketing Manager,11,132,120000
30,Male,Bachelor's Degree,Software Engineer,4,48,65000
47,Male,PhD,Data Scientist,19,228,190000
25,Female,Bachelor's Degree,Junior Software Developer,1,12,35000
40,Female,Master's Degree,Human Resources Manager,12,144,130000
33,Male,Bachelor's Degree,Operations Manager,7,84,85000
29,Female,High School,Junior Sales Associate,1,12,25000
44,Male,PhD,Data Scientist,15,180,150000
28,Male,Bachelor's Degree,Software Developer,3,36,60000
36,Female,Master's Degree,Marketing Coordinator,9,108,100000
31,Male,Bachelor's Degree,Operations Manager,6,72,75000
27,Female,Master's Degree,Human Resources Coordinator,3,36,50000
42,Male,PhD,Data Scientist,14,168,140000
34,Female,Bachelor's Degree,Human Resources Manager,6,72,75000
26,Male,High School,Junior Sales Associate,2,24,30000
39,Female,Master's Degree,Marketing Manager,11,132,120000
30,Male,Bachelor's Degree,Software Engineer,4,48,65000
47,Male,PhD,Data Scientist,19,228,190000
25,Female,Bachelor's Degree,Junior Software Developer,1,12,35000
40,Female,Master's Degree,Human Resources Manager,12,144,130000
33,Male,Bachelor's Degree,Operations Manager,7,84,85000
29,Female,High School,Junior Sales Associate,1,12,25000
44,Male,PhD,Data Scientist,15,180,150000
28,Male,Bachelor's Degree,Software Developer,3,36,60000
36,Female,Master's Degree,Marketing Coordinator,9,108,100000
31,Male,Bachelor's Degree,Operations Manager,6,72,75000
27,Female,Master's Degree,Human Resources Coordinator,3,36,50000
42,Male,PhD,Data Scientist,14,168,140000
34,Female,Bachelor's Degree,Human Resources Manager,6,72,75000
26,Male,High School,Junior Sales Associate,2,24,30000
39,Female,Master's Degree,Marketing Manager,11,132,120000
30,Male,Bachelor's Degree,Software Engineer,4,48,65000
47,Male,PhD,Data Scientist,19,228,190000
25,Female,Bachelor's Degree,Junior Software Developer,1,12,35000
40,Female,Master's Degree,Human Resources Manager,12,144,130000
33,Male,Bachelor's Degree,Operations Manager,7,84,85000
29,Female,High School,Junior Sales Associate,1,12,25000
44,Male,PhD,Data Scientist,15,180,150000
28,Male,Bachelor's Degree,Software Developer,3,36,60000
36,Female,Master's Degree,Marketing Coordinator,9,108,100000
31,Male,Bachelor's Degree,Operations Manager,6,72,75000
27,Female,Master's Degree,Human Resources Coordinator,3,36,50000
42,Male,PhD,Data Scientist,14,168,140000
34,Female,Bachelor's Degree,Human Resources Manager,6,72,75000
26,Male,High School,Junior Sales Associate,2,24,30000
39,Female,Master's Degree,Marketing Manager,11,132,120000
30,Male,Bachelor's Degree,Software Engineer,4,48,65000
47,Male,PhD,Data Scientist,19,228,190000
25,Female,Bachelor's Degree,Junior Software Developer,1,12,35000
40,Female,Master's Degree,Human Resources Manager,12,144,130000
33,Male,Bachelor's Degree,Operations Manager,7,84,85000
29,Female,High School,Junior Sales Associate,1,12,25000
44,Male,PhD,Data Scientist,15,180,150000
28,Male,Bachelor's Degree,Software Developer,3,36,60000
36,Female,Master's Degree,Marketing Coordinator,9,108,100000
31,Male,Bachelor's Degree,Operations Manager,6,72,75000
27,Female,Master's Degree,Human Resources Coordinator,3,36,50000
42,Male,PhD,Data Scientist,14,168,140000
34,Female,Bachelor's Degree,Human Resources Manager,6,72,75000
26,Male,High School,Junior Sales Associate,2,24,30000
39,Female,Master's Degree,Marketing Manager,11,132,120000
30,Male,Bachelor's Degree,Software Engineer,4,48,65000
47,Male,PhD,Data Scientist,19,228,190000
25,Female,Bachelor's Degree,Junior Software Developer,1,12,35000
40,Female,Master's Degree,Human Resources Manager,12,144,130000
33,Male,Bachelor's Degree,Operations Manager,7,84,85000
29,Female,High School,Junior Sales Associate,1,12,25000
44,Male,PhD,Data Scientist,15,180,150000
28,Male,Bachelor's Degree,Software Developer,3,36,60000
36,Female,Master's Degree,Marketing Coordinator,9,108,100000
31,Male,Bachelor's Degree,Operations Manager,6,72,75000
27,Female,Master's Degree,Human Resources Coordinator,3,36,50000
42,Male,PhD,Data Scientist,14,168,140000
34,Female,Bachelor's Degree,Human Resources Manager,6,72,75000
26,Male,High School,Junior Sales Associate,2,24,30000
39,Female,Master's Degree,Marketing Manager,11,132,120000
30,Male,Bachelor's Degree,Software Engineer,4,48,65000
47,Male,PhD,Data Scientist,19,228,190000
25,Female,Bachelor's Degree,Junior Software Developer,1,12,35000
40,Female,Master's Degree,Human Resources Manager,12,144,130000
33,Male,Bachelor's Degree,Operations Manager,7,84,85000
29,Female,High School,Junior Sales Associate,1,12,25000
44,Male,PhD,Data Scientist,15,180,150000
28,Male,Bachelor's Degree,Software Developer,3,36,60000
36,Female,Master's Degree,Marketing Coordinator,9,108,100000
31,Male,Bachelor's Degree,Operations Manager,6,72,75000
27,Female,Master's Degree,Human Resources Coordinator,3,36,50000
42,Male,PhD,Data Scientist,14,168,140000
34,Female,Bachelor's Degree,Human Resources Manager,6,72,75000
26,Male,High School,Junior Sales Associate,2,24,30000
39,Female,Master's Degree,Marketing Manager,11,132,120000
30,Male,Bachelor's Degree,Software Engineer,4,48,65000
47,Male,PhD,Data Scientist,19,228,190000
25,Female,Bachelor's Degree,Junior Software Developer,1,12,35000
40,Female,Master's Degree,Human Resources Manager,12,144,130000
33,Male,Bachelor's Degree,Operations Manager,7,84,85000
29,Female,High School,Junior Sales Associate,1,12,25000
44,Male,PhD,Data Scientist,15,180,150000
28,Male,Bachelor's Degree,Software Developer,3,36,60000
36,Female,Master's Degree,Marketing Coordinator,9,108,100000
31,Male,Bachelor's Degree,Operations Manager,6,72,75000
27,Female,Master's Degree,Human Resources Coordinator,3,36,50000
42,Male,PhD,Data Scientist,14,168,140000
34,Female,Bachelor's Degree,Human Resources Manager,6,72,75000
26,Male,High School,Junior Sales Associate,2,24,30000
39,Female,Master's Degree,Marketing Manager,11,132,120000
30,Male,Bachelor's Degree,Software Engineer,4,48,65000
47,Male,PhD,Data Scientist,19,228,190000
25,Female,Bachelor's Degree,Junior Software Developer,1,12,35000
40,Female,Master's Degree,Human Resources Manager,12,144,130000
33,Male,Bachelor's Degree,Operations Manager,7,84,85000
29,Female,High School,Junior Sales Associate,1,12,25000
44,Male,PhD,Data Scientist,15,180,150000
28,Male,Bachelor's Degree,Software Developer,3,36,60000
31,Male,Bachelor's Degree,Software Engineer,5,60,80000
27,Female,Master's Degree,Marketing Manager,3,36,60000
38,Male,PhD,Data Scientist,12,144,130000
29,Female,Bachelor's Degree,Human Resources Coordinator,2,24,45000
23,Male,High School,Junior Sales Associate,1,12,25000
32,Female,Master's Degree,Software Developer,7,84,90000
44,Male,Bachelor's Degree,Operations Manager,18,216,170000
26,Female,Bachelor's Degree,Marketing Coordinator,2,24,40000
40,Male,PhD,Data Scientist,15,180,150000
33,Female,Bachelor's Degree,Human Resources Manager,8,96,95000
24,Male,High School,Junior Sales Associate,1,12,25000
35,Female,Master's Degree,Marketing Manager,10,120,110000
29,Male,Bachelor's Degree,Software Engineer,4,48,70000
49,Male,PhD,Data Scientist,22,264,220000
26,Female,Bachelor's Degree,Junior Software Developer,2,24,35000
41,Female,Master's Degree,Human Resources Manager,13,156,140000
36,Male,Bachelor's Degree,Operations Manager,9,108,110000
28,Female,High School,Junior Sales Associate,1,12,25000
43,Male,PhD,Data Scientist,16,192,160000
29,Male,Bachelor's Degree,Software Developer,5,60,80000
39,Female,Master's Degree,Marketing Coordinator,11,132,120000
32,Male,Bachelor's Degree,Operations Manager,6,72,90000
28,Female,Master's Degree,Human Resources Coordinator,2,24,45000
40,Male,PhD,Data Scientist,15,180,150000
33,Female,Bachelor's Degree,Human Resources Manager,8,96,95000
24,Male,High School,Junior Sales Associate,1,12,25000
35,Female,Master's Degree,Marketing Manager,10,120,110000
29,Male,Bachelor's Degree,Software Engineer,4,48,70000
49,Male,PhD,Data Scientist,22,264,220000
26,Female,Bachelor's Degree,Junior Software Developer,2,24,35000
41,Female,Master's Degree,Human Resources Manager,13,156,140000
36,Male,Bachelor's Degree,Operations Manager,9,108,110000
28,Female,High School,Junior Sales Associate,1,12,25000
43,Male,PhD,Data Scientist,16,192,160000
29,Male,Bachelor's Degree,Software Developer,5,60,80000
39,Female,Master's Degree,Marketing Coordinator,11,132,120000
32,Male,Bachelor's Degree,Operations Manager,6,72,90000
28,Female,Master's Degree,Human Resources Coordinator,2,24,45000
40,Male,PhD,Data Scientist,15,180,150000
33,Female,Bachelor's Degree,Human Resources Manager,8,96,95000
24,Male,High School,Junior Sales Associate,1,12,25000
35,Female,Master's Degree,Marketing Manager,10,120,110000
29,Male,Bachelor's Degree,Software Engineer,4,48,70000
49,Male,PhD,Data Scientist,22,264,220000
26,Female,Bachelor's Degree,Junior Software Developer,2,24,35000
41,Female,Master's Degree,Human Resources Manager,13,156,140000
36,Male,Bachelor's Degree,Operations Manager,9,108,110000
28,Female,High School,Junior Sales Associate,1,12,25000
43,Male,PhD,Data Scientist,16,192,160000
29,Male,Bachelor's Degree,Software Developer,5,60,80000
39,Female,Master's Degree,Marketing Coordinator,11,132,120000
32,Male,Bachelor's Degree,Operations Manager,6,72,90000
28,Female,Master's Degree,Human Resources Coordinator,2,24,45000
40,Male,PhD,Data Scientist,15,180,150000
33,Female,Bachelor's Degree,Human Resources Manager,8,96,95000
24,Male,High School,Junior Sales Associate,1,12,25000
35,Female,Master's Degree,Marketing Manager,10,120,110000
29,Male,Bachelor's Degree,Software Engineer,4,48,70000
49,Male,PhD,Data Scientist,22,264,220000
26,Female,Bachelor's Degree,Junior Software Developer,2,24,35000
41,Female,Master's Degree,Human Resources Manager,13,156,140000
36,Male,Bachelor's Degree,Operations Manager,9,108,110000
28,Female,High School,Junior Sales Associate,1,12,25000
43,Male,PhD,Data Scientist,16,192,160000
29,Male,Bachelor's Degree,Software Developer,5,60,80000
39,Female,Master's Degree,Marketing Coordinator,11,132,120000
32,Male,Bachelor's Degree,Operations Manager,6,72,90000
28,Female,Master's Degree,Human Resources Coordinator,2,24,45000
40,Male,PhD,Data Scientist,15,180,150000
33,Female,Bachelor's Degree,Human Resources Manager,8,96,95000
24,Male,High School,Junior Sales Associate,1,12,25000
35,Female,Master's Degree,Marketing Manager,10,120,110000
29,Male,Bachelor's Degree,Software Engineer,4,48,70000
49,Male,PhD,Data Scientist,22,264,220000
26,Female,Bachelor's Degree,Junior Software Developer,2,24,35000
41,Female,Master's Degree,Human Resources Manager,13,156,140000
36,Male,Bachelor's Degree,Operations Manager,9,108,110000
28,Female,High School,Junior Sales Associate,1,12,25000
43,Male,PhD,Data Scientist,16,192,160000
29,Male,Bachelor's Degree,Software Developer,5,60,80000
39,Female,Master's Degree,Marketing Coordinator,11,132,120000
32,Male,Bachelor's Degree,Operations Manager,6,72,90000
28,Female,Master's Degree,Human Resources Coordinator,2,24,45000
40,Male,PhD,Data Scientist,15,180,150000
33,Female,Bachelor's Degree,Human Resources Manager,8,96,95000
24,Male,High School,Junior Sales Associate,1,12,25000
35,Female,Master's Degree,Marketing Manager,10,120,110000
29,Male,Bachelor's Degree,Software Engineer,4,48,70000
49,Male,PhD,Data Scientist,22,264,220000
26,Female,Bachelor's Degree,Junior Software Developer,2,24,35000
41,Female,Master's Degree,Human Resources Manager,13,156,140000
36,Male,Bachelor's Degree,Operations Manager,9,108,110000
28,Female,High School,Junior Sales Associate,1,12,25000
43,Male,PhD,Data Scientist,16,192,160000
29,Male,Bachelor's Degree,Software Developer,5,60,80000
39,Female,Master's Degree,Marketing Coordinator,11,132,120000
32,Male,Bachelor's Degree,Operations Manager,6,72,90000
28,Female,Master's Degree,Human Resources Coordinator,2,24,45000
40,Male,PhD,Data Scientist,15,180,150000
33,Female,Bachelor's Degree,Human Resources Manager,8,96,95000
24,Male,High School,Junior Sales Associate,1,12,25000
35,Female,Master's Degree,Marketing Manager,10,120,110000
29,Male,Bachelor's Degree,Software Engineer,4,48,70000
49,Male,PhD,Data Scientist,22,264,220000
26,Female,Bachelor's Degree,Junior Software Developer,2,24,35000
41,Female,Master's Degree,Human Resources Manager,13,156,140000
36,Male,Bachelor's Degree,Operations Manager,9,108,110000
28,Female,High School,Junior Sales Associate,1,12,25000
43,Male,PhD,Data Scientist,16,192,160000
29,Male,Bachelor's Degree,Software Developer,5,60,80000
39,Female,Master's Degree,Marketing Coordinator,11,132,120000
32,Male,Bachelor's Degree,Operations Manager,6,72,90000
28,Female,Master's Degree,Human Resources Coordinator,2,24,45000
40,Male,PhD,Data Scientist,15,180,150000
33,Female,Bachelor's Degree,Human Resources Manager,8,96,95000
24,Male,High School,Junior Sales Associate,1,12,25000
35,Female,Master's Degree,Marketing Manager,10,120,110000
29,Male,Bachelor's Degree,Software Engineer,4,48,70000
49,Male,PhD,Data Scientist,22,264,220000
26,Female,Bachelor's Degree,Junior Software Developer,2,24,35000
41,Female,Master's Degree,Human Resources Manager,13,156,140000
36,Male,Bachelor's Degree,Operations Manager,9,108,110000
28,Female,High School,Junior Sales Associate,1,12,25000
43,Male,PhD,Data Scientist,16,192,160000
29,Male,Bachelor's Degree,Software Developer,5,60,80000
34,Male,Bachelor's Degree,Software Engineer,6,72,85000
31,Female,Master's Degree,Marketing Manager,4,48,62000
41,Male,PhD,Data Scientist,13,156,138000
27,Female,Bachelor's Degree,Human Resources Coordinator,2,24,47000
25,Male,High School,Junior Sales Associate,1,12,26000
33,Female,Master's Degree,Software Developer,8,96,95000
45,Male,Bachelor's Degree,Operations Manager,19,228,174000
28,Female,Bachelor's Degree,Marketing Coordinator,2,24,41000
42,Male,PhD,Data Scientist,16,192,162000
34,Female,Bachelor's Degree,Human Resources Manager,9,108,99000
23,Male,High School,Junior Sales Associate,1,12,26000
36,Female,Master's Degree,Marketing Manager,11,132,117000
30,Male,Bachelor's Degree,Software Engineer,5,60,75000
50,Male,PhD,Data Scientist,23,276,225000
27,Female,Bachelor's Degree,Junior Software Developer,2,24,36000
43,Female,Master's Degree,Human Resources Manager,14,168,146000
37,Male,Bachelor's Degree,Operations Manager,10,120,113000
29,Female,High School,Junior Sales Associate,1,12,26000
44,Male,PhD,Data Scientist,17,204,168000
30,Male,Bachelor's Degree,Software Developer,6,72,85000
40,Female,Master's Degree,Marketing Coordinator,12,144,122000
33,Male,Bachelor's Degree,Operations Manager,7,84,96000
29,Female,Master's Degree,Human Resources Coordinator,3,36,49000
43,Male,PhD,Data Scientist,16,192,162000
34,Female,Bachelor's Degree,Human Resources Manager,9,108,99000
23,Male,High School,Junior Sales Associate,1,12,26000
36,Female,Master's Degree,Marketing Manager,11,132,117000
30,Male,Bachelor's Degree,Software Engineer,5,60,75000
50,Male,PhD,Data Scientist,23,276,225000
27,Female,Bachelor's Degree,Junior Software Developer,2,24,36000
43,Female,Master's Degree,Human Resources Manager,14,168,146000
37,Male,Bachelor's Degree,Operations Manager,10,120,113000
29,Female,High School,Junior Sales Associate,1,12,26000
44,Male,PhD,Data Scientist,17,204,168000
30,Male,Bachelor's Degree,Software Developer,6,72,85000
40,Female,Master's Degree,Marketing Coordinator,12,144,122000
33,Male,Bachelor's Degree,Operations Manager,7,84,96000
29,Female,Master's Degree,Human Resources Coordinator,3,36,49000
43,Male,PhD,Data Scientist,16,192,162000
34,Female,Bachelor's Degree,Human Resources Manager,9,108,99000
23,Male,High School,Junior Sales Associate,1,12,26000
36,Female,Master's Degree,Marketing Manager,11,132,117000
30,Male,Bachelor's Degree,Software Engineer,5,60,75000
50,Male,PhD,Data Scientist,23,276,225000
27,Female,Bachelor's Degree,Junior Software Developer,2,24,36000
43,Female,Master's Degree,Human Resources Manager,14,168,146000
37,Male,Bachelor's Degree,Operations Manager,10,120,113000
29,Female,High School,Junior Sales Associate,1,12,26000
44,Male,PhD,Data Scientist,17,204,168000
30,Male,Bachelor's Degree,Software Developer,6,72,85000
40,Female,Master's Degree,Marketing Coordinator,12,144,122000
33,Male,Bachelor's Degree,Operations Manager,7,84,96000
29,Female,Master's Degree,Human Resources Coordinator,3,36,49000
43,Male,PhD,Data Scientist,16,192,162000
34,Female,Bachelor's Degree,Human Resources Manager,9,108,99000
23,Male,High School,Junior Sales Associate,1,12,26000
36,Female,Master's Degree,Marketing Manager,11,132,117000
30,Male,Bachelor's Degree,Software Engineer,5,60,75000
50,Male,PhD,Data Scientist,23,276,225000
27,Female,Bachelor's Degree,Junior Software Developer,2,24,36000
43,Female,Master's Degree,Human Resources Manager,14,168,146000
37,Male,Bachelor's Degree,Operations Manager,10,120,113000
29,Female,High School,Junior Sales Associate,1,12,26000
44,Male,PhD,Data Scientist,17,204,168000
30,Male,Bachelor's Degree,Software Developer,6,72,85000
40,Female,Master's Degree,Marketing Coordinator,12,144,122000
33,Male,Bachelor's Degree,Operations Manager,7,84,96000
29,Female,Master's Degree,Human Resources Coordinator,3,36,49000
43,Male,PhD,Data Scientist,16,192,162000
34,Female,Bachelor's Degree,Human Resources Manager,9,108,99000
23,Male,High School,Junior Sales Associate,1,12,26000
36,Female,Master's Degree,Marketing Manager,11,132,117000
30,Male,Bachelor's Degree,Software Engineer,5,60,75000
50,Male,PhD,Data Scientist,23,276,225000
27,Female,Bachelor's Degree,Junior Software Developer,2,24,36000
43,Female,Master's Degree,Human Resources Manager,14,168,146000
37,Male,Bachelor's Degree,Operations Manager,10,120,113000
29,Female,High School,Junior Sales Associate,1,12,26000
44,Male,PhD,Data Scientist,17,204,168000
30,Male,Bachelor's Degree,Software Developer,6,72,85000
40,Female,Master's Degree,Marketing Coordinator,12,144,122000
33,Male,Bachelor's Degree,Operations Manager,7,84,96000
29,Female,Master's Degree,Human Resources Coordinator,3,36,49000
43,Male,PhD,Data Scientist,16,192,162000
34,Female,Bachelor's Degree,Human Resources Manager,9,108,99000
23,Male,High School,Junior Sales Associate,1,12,26000
36,Female,Master's Degree,Marketing Manager,11,132,117000
30,Male,Bachelor's Degree,Software Engineer,5,60,75000
50,Male,PhD,Data Scientist,23,276,225000
27,Female,Bachelor's Degree,Junior Software Developer,2,24,36000
43,Female,Master's Degree,Human Resources Manager,14,168,146000
37,Male,Bachelor's Degree,Operations Manager,10,120,113000
29,Female,High School,Junior Sales Associate,1,12,26000
44,Male,PhD,Data Scientist,17,204,168000
30,Male,Bachelor's Degree,Software Developer,6,72,85000
40,Female,Master's Degree,Marketing Coordinator,12,144,122000
33,Male,Bachelor's Degree,Operations Manager,7,84,96000
29,Female,Master's Degree,Human Resources Coordinator,3,36,49000
43,Male,PhD,Data Scientist,16,192,162000
34,Female,Bachelor's Degree,Human Resources Manager,9,108,99000
23,Male,High School,Junior Sales Associate,1,12,26000
36,Female,Master's Degree,Marketing Manager,11,132,117000
30,Male,Bachelor's Degree,Software Engineer,5,60,75000
50,Male,PhD,Data Scientist,23,276,225000
27,Female,Bachelor's Degree,Junior Software Developer,2,24,36000
43,Female,Master's Degree,Human Resources Manager,14,168,146000
37,Male,Bachelor's Degree,Operations Manager,10,120,113000
29,Female,High School,Junior Sales Associate,1,12,26000
44,Male,PhD,Data Scientist,17,204,168000
30,Male,Bachelor's Degree,Software Developer,6,72,85000
40,Female,Master's Degree,Marketing Coordinator,12,144,122000
33,Male,Bachelor's Degree,Operations Manager,7,84,96000
29,Female,Master's Degree,Human Resources Coordinator,3,36,49000
43,Male,PhD,Data Scientist,16,192,162000
34,Female,Bachelor's Degree,Human Resources Manager,9,108,99000
23,Male,High School,Junior Sales Associate,1,12,26000
36,Female,Master's Degree,Marketing Manager,11,132,117000
30,Male,Bachelor's Degree,Software Engineer,5,60,75000
50,Male,PhD,Data Scientist,23,276,225000
27,Female,Bachelor's Degree,Junior Software Developer,2,24,36000
43,Female,Master's Degree,Human Resources Manager,14,168,146000
37,Male,Bachelor's Degree,Operations Manager,10,120,113000
29,Female,High School,Junior Sales Associate,1,12,26000
44,Male,PhD,Data Scientist,17,204,168000
30,Male,Bachelor's Degree,Software Developer,6,72,85000
32,Female,Master's Degree,Software Developer,8,96,95000
46,Male,PhD,Data Scientist,18,216,180000
28,Female,Bachelor's Degree,Marketing Coordinator,2,24,41000
24,Male,High School,Junior Sales Associate,1,12,26000
31,Female,Master's Degree,Marketing Manager,5,60,68000
39,Male,Bachelor's Degree,Operations Manager,13,156,127000
25,Female,Bachelor's Degree,Human Resources Coordinator,2,24,47000
41,Male,PhD,Data Scientist,15,180,155000
35,Female,Bachelor's Degree,Human Resources Manager,8,96,92000
26,Male,High School,Junior Sales Associate,1,12,26000
37,Female,Master's Degree,Marketing Manager,12,144,125000
29,Male,Bachelor's Degree,Software Engineer,4,48,71000
51,Male,PhD,Data Scientist,24,288,240000
28,Female,Bachelor's Degree,Junior Software Developer,2,24,36000
44,Female,Master's Degree,Human Resources Manager,15,180,152000
38,Male,Bachelor's Degree,Operations Manager,11,132,119000
30,Female,High School,Junior Sales Associate,1,12,26000
45,Male,PhD,Data Scientist,19,228,190000
31,Male,Bachelor's Degree,Software Developer,6,72,85000
41,Female,Master's Degree,Marketing Coordinator,13,156,131000
34,Male,Bachelor's Degree,Operations Manager,8,96,101000
30,Female,Master's Degree,Human Resources Coordinator,3,36,49000
44,Male,PhD,Data Scientist,18,216,182000
35,Female,Bachelor's Degree,Human Resources Manager,8,96,92000
26,Male,High School,Junior Sales Associate,1,12,26000
37,Female,Master's Degree,Marketing Manager,12,144,125000
29,Male,Bachelor's Degree,Software Engineer,4,48,71000
51,Male,PhD,Data Scientist,24,288,240000
28,Female,Bachelor's Degree,Junior Software Developer,2,24,36000
44,Female,Master's Degree,Human Resources Manager,15,180,152000
38,Male,Bachelor's Degree,Operations Manager,11,132,119000
30,Female,High School,Junior Sales Associate,1,12,26000
45,Male,PhD,Data Scientist,19,228,190000
31,Male,Bachelor's Degree,Software Developer,6,72,85000
41,Female,Master's Degree,Marketing Coordinator,13,156,131000
34,Male,Bachelor's Degree,Operations Manager,8,96,101000
30,Female,Master's Degree,Human Resources Coordinator,3,36,49000
44,Male,PhD,Data Scientist,18,216,182000
35,Female,Bachelor's Degree,Human Resources Manager,8,96,92000
26,Male,High School,Junior Sales Associate,1,12,26000
37,Female,Master's Degree,Marketing Manager,12,144,125000
29,Male,Bachelor's Degree,Software Engineer,4,48,71000
51,Male,PhD,Data Scientist,24,288,240000
28,Female,Bachelor's Degree,Junior Software Developer,2,24,36000
44,Female,Master's Degree,Human Resources Manager,15,180,152000
38,Male,Bachelor's Degree,Operations Manager,11,132,119000
30,Female,High School,Junior Sales Associate,1,12,26000
45,Male,PhD,Data Scientist,19,228,190000
31,Male,Bachelor's Degree,Software Developer,6,72,85000
41,Female,Master's Degree,Marketing Coordinator,13,156,131000
34,Male,Bachelor's Degree,Operations Manager,8,96,101000
30,Female,Master's Degree,Human Resources Coordinator,3,36,49000
44,Male,PhD,Data Scientist,18,216,182000
35,Female,Bachelor's Degree,Human Resources Manager,8,96,92000
26,Male,High School,Junior Sales Associate,1,12,26000
37,Female,Master's Degree,Marketing Manager,12,144,125000
29,Male,Bachelor's Degree,Software Engineer,4,48,71000
51,Male,PhD,Data Scientist,24,288,240000
28,Female,Bachelor's Degree,Junior Software Developer,2,24,36000
44,Female,Master's Degree,Human Resources Manager,15,180,152000
38,Male,Bachelor's Degree,Operations Manager,11,132,119000
30,Female,High School,Junior Sales Associate,1,12,26000
45,Male,PhD,Data Scientist,19,228,190000
31,Male,Bachelor's Degree,Software Developer,6,72,85000
41,Female,Master's Degree,Marketing Coordinator,13,156,131000
34,Male,Bachelor's Degree,Operations Manager,8,96,101000
30,Female,Master's Degree,Human Resources Coordinator,3,36,49000
44,Male,PhD,Data Scientist,18,216,182000
35,Female,Bachelor's Degree,Human Resources Manager,8,96,92000
26,Male,High School,Junior Sales Associate,1,12,26000
37,Female,Master's Degree,Marketing Manager,12,144,125000
29,Male,Bachelor's Degree,Software Engineer,4,48,71000
51,Male,PhD,Data Scientist,24,288,240000
28,Female,Bachelor's Degree,Junior Software Developer,2,24,36000
44,Female,Master's Degree,Human Resources Manager,15,180,152000
38,Male,Bachelor's Degree,Operations Manager,11,132,119000
30,Female,High School,Junior Sales Associate,1,12,26000
45,Male,PhD,Data Scientist,19,228,190000
31,Male,Bachelor's Degree,Software Developer,6,72,85000
41,Female,Master's Degree,Marketing Coordinator,13,156,131000
34,Male,Bachelor's Degree,Operations Manager,8,96,101000
30,Female,Master's Degree,Human Resources Coordinator,3,36,49000
44,Male,PhD,Data Scientist,18,216,182000
35,Female,Bachelor's Degree,Human Resources Manager,8,96,92000
26,Male,High School,Junior Sales Associate,1,12,26000
37,Female,Master's Degree,Marketing Manager,12,144,125000
29,Male,Bachelor's Degree,Software Engineer,4,48,71000
51,Male,PhD,Data Scientist,24,288,240000
28,Female,Bachelor's Degree,Junior Software Developer,2,24,36000
44,Female,Master's Degree,Human Resources Manager,15,180,152000
38,Male,Bachelor's Degree,Operations Manager,11,132,119000
30,Female,High School,Junior Sales Associate,1,12,26000
45,Male,PhD,Data Scientist,19,228,190000
31,Male,Bachelor's Degree,Software Developer,6,72,85000
41,Female,Master's Degree,Marketing Coordinator,13,156,131000
34,Male,Bachelor's Degree,Operations Manager,8,96,101000
30,Female,Master's Degree,Human Resources Coordinator,3,36,49000
44,Male,PhD,Data Scientist,18,216,182000
35,Female,Bachelor's Degree,Human Resources Manager,8,96,92000
26,Male,High School,Junior Sales Associate,1,12,26000
37,Female,Master's Degree,Marketing Manager,12,144,125000
29,Male,Bachelor's Degree,Software Engineer,4,48,71000
51,Male,PhD,Data Scientist,24,288,240000
28,Female,Bachelor's Degree,Junior Software Developer,2,24,36000
44,Female,Master's Degree,Human Resources Manager,15,180,152000
38,Male,Bachelor's Degree,Operations Manager,11,132,119000
30,Female,High School,Junior Sales Associate,1,12,26000
45,Male,PhD,Data Scientist,19,228,190000
31,Male,Bachelor's Degree,Software Developer,6,72,85000
41,Female,Master's Degree,Marketing Coordinator,13,156,131000
34,Male,Bachelor's Degree,Operations Manager,8,96,101000
30,Female,Master's Degree,Human Resources Coordinator,3,36,49000
